Locus,Sec_Struct_Sheet,Percent_C,Local Average Connectivity,Density of Maximum neighborhood Component,Topology Potential,Edge Clustering Coefficient,DegreeCentrality,EigenvectorCentrality,BetweennessCentrality,ClosenessCentrality,Clustering,predict_rfc_over,predict_rfc_under
6183.A0A3Q0KQH7,0.2756324900133156,0.0173102529960053,0.2822673360797528,0.1973715665698916,665.9264665190991,0.3443833083055125,0.1453822733423545,0.0128512518061696,0.0009021827028413,0.5282593606667942,0.1973715665698916,1,1
6183.A0A3Q0KQH8,0.2959501557632398,0.0124610591900311,0.3681892153096878,0.4017714019537473,723.5214148009447,0.561573705236925,0.1610284167794316,0.0221659007752342,0.0005166281317134,0.5318402097973776,0.4013493731701824,0,1
6183.A0A3Q0KQH9,0.2857142857142857,0.0079365079365079,0.2987343175319618,0.3214495371415669,283.22901076808523,0.3353707095056067,0.0436400541271989,0.0038769808277354,3.4164236400672455e-05,0.4905123002373245,0.3214495371415669,1,1
6183.A0A3Q0KQI0,0.4469696969696969,0.0606060606060606,0.1361391360252877,0.2975646879756469,116.37305248012352,0.2985767026134267,0.0061738836265223,0.0002193878024003,4.403258402540738e-06,0.4356879715099939,0.2975646879756469,0,0
6183.A0A3Q0KQI3,0.2960949085516559,0.018783984181908,0.3396084443648635,0.3025390509924341,952.794953978658,0.5831073097549209,0.2225981055480379,0.0270251314305104,0.0003803326997055,0.5525015195215349,0.3025390509924341,0,0
6183.A0A3Q0KQI4,0.3952802359882006,0.0353982300884955,0.258136224423771,0.3985994397759104,95.8394029880031,0.3985994397759105,0.0071887686062246,0.000626653740726,7.788577164850833e-08,0.4022565429618112,0.3985994397759104,0,0
6183.A0A3Q0KQI6,0.2405797101449275,0.008695652173913,0.175045492816209,0.1778672032193159,112.96008016946072,0.17438450449733,0.0060893098782138,0.0003449050184929,1.2914979639096706e-05,0.4310135181047877,0.1729264475743349,0,0
6183.A0A3Q0KQI7,0.315625,0.0359375,0.3460366806937796,0.3109770044016619,974.606123943622,0.5930271983054225,0.2284336941813261,0.0285790481449688,0.0006362831517346,0.5547299825166631,0.3109770044016619,0,0
6183.A0A3Q0KQI9,0.3110112359550561,0.0206741573033707,0.2603530397737193,0.3019865113427345,342.33655826310206,0.3499144215989124,0.0592016238159675,0.0042164687401665,0.0001858380173706,0.496976561304092,0.3019865113427345,1,1
6183.A0A3Q0KQJ0,0.2767062314540059,0.0155786350148367,0.2738200790625104,0.3668274454721331,235.8830507968355,0.3773584864535358,0.0328991880920162,0.0027138133922178,3.324921443248712e-05,0.4741970409912042,0.3668274454721331,1,1
6183.A0A3Q0KQJ1,0.2348008385744234,0.0146750524109014,0.4038207184472623,0.3869028633118237,608.6337815929411,0.465108412761986,0.1300744248985115,0.0183340947717779,9.72460340460993e-05,0.522778805632598,0.3869028633118237,0,1
6183.A0A3Q0KQJ4,0.2512135922330097,0.0145631067961165,0.2845580503854764,0.3997884717080909,106.54110973430711,0.3980783818597438,0.005328146143437,0.0005288196211781,6.015195605766781e-07,0.4257549585387194,0.3870967741935484,0,0
6183.A0A3Q0KQJ5,0.2853107344632768,0.0254237288135593,0.3562631963745256,0.3000208813115266,753.9383449887442,0.4557807416064193,0.1690629228687415,0.0204634005776873,0.0004433000854317,0.5355435270308377,0.3000208813115266,0,1
6183.A0A3Q0KQJ7,0.40625,0.0446428571428571,0.2507269953388009,0.3935724266418258,130.2093370951514,0.3803193908663644,0.0098105548037889,0.0008050445333646,9.07066186432802e-07,0.4369092069946615,0.3802098950524737,0,0
6183.A0A3Q0KQJ8,0.3216783216783216,0.0174825174825174,0.3084376751725373,0.2532403774204734,1113.3705532217618,0.6204337051090614,0.2656461434370771,0.0300574382599757,0.0009830074174985,0.5685705778685939,0.2532403774204734,0,1
6183.A0A3Q0KQJ9,0.310077519379845,0.0129198966408268,0.2400557765382991,0.2590701535907015,183.3490132680885,0.2638492725558196,0.0186062246278755,0.0014945170366785,8.433525764757891e-06,0.4717476958781387,0.2590701535907015,0,0
6183.A0A3Q0KQK0,0.2859375,0.0234375,0.31037652438809,0.2647067732629191,996.133366489162,0.5742291256160839,0.2341001353179973,0.0267009732020053,0.0004493351670244,0.5577737321225325,0.2647067732629191,0,1
6183.A0A3Q0KQK1,0.3086522462562396,0.0183028286189683,0.2951329668707346,0.2307102305561295,1014.9787357920636,0.5295630424327291,0.2391745602165088,0.0256840311892952,0.0011325624549835,0.5593750730444594,0.2307102305561295,0,1
6183.A0A3Q0KQK2,0.3238341968911917,0.0155440414507772,0.2474618275809492,0.2797891729471454,175.96762669166026,0.2821445613905343,0.017083897158322,0.0014144488473332,3.643191785716303e-06,0.468420869958575,0.2797891729471454,0,0
6183.A0A3Q0KQK3,0.3482309124767225,0.0260707635009311,0.238525827500695,0.1464519976147883,149.93208810819763,0.1443370712283689,0.0110791610284167,0.0008018812824434,2.5823173060055063e-06,0.4607409313662617,0.1442160892542572,0,0
6183.A0A3Q0KQK4,0.3954372623574144,0.026615969581749,0.1139893689744747,0.2217047042384723,130.43788457115454,0.2209137336276867,0.0099797023004059,0.0002692381192037,1.2071160182438457e-05,0.4363221606970536,0.2071563088512241,0,0
6183.A0A3Q0KQK8,0.2948986722571628,0.0188679245283018,0.1296187749115779,0.0911041339612768,167.75531724455044,0.1001146838338899,0.0165764546684709,0.000677450793121,3.3674779929122e-05,0.457728255738299,0.0911041339612768,0,0
6183.A0A3Q0KQK9,0.272,0.012,0.2077180757485514,0.1873631529558961,152.07509822117953,0.186401831979615,0.0120094722598105,0.0008277833177106,3.274719200564845e-05,0.4588421246391458,0.1795025471980821,0,0
6183.A0A3Q0KQL0,0.2991452991452992,0.0085470085470085,0.1921572683000207,0.1749552772808587,144.57171185458054,0.1766319666002996,0.0109945872801082,0.0005857660874727,7.221541313691984e-06,0.4526417954681596,0.1749552772808587,0,0
6183.A0A3Q0KQL1,0.33,0.0,0.3345591559152567,0.2547221234743453,208.3477156189529,0.2546122208318865,0.0246955345060893,0.0026044262940117,6.668038816855854e-06,0.4774116736046129,0.2529774513957539,0,0
6183.A0A3Q0KQL2,0.2980132450331125,0.0154525386313465,0.250239125120891,0.241337897075602,165.1329101577543,0.2524570642813565,0.0155615696887686,0.001170644705756,4.156960361423054e-06,0.4593830419504934,0.2387146590639106,0,0
6183.A0A3Q0KQL3,0.3541867179980751,0.0221366698748796,0.260828648252261,0.217286432160804,176.03787465470154,0.2225282061916277,0.016914749661705,0.0012458750545923,2.0188445224711496e-05,0.4696063168456719,0.217286432160804,0,0
6183.A0A3Q0KQL5,0.281875,0.010625,0.3911626879672034,0.4674091962795678,580.9944162883378,0.5406601291822807,0.1228010825439783,0.0179861587812347,0.0001209338674454,0.5193416104645117,0.4674091962795678,0,1
6183.A0A3Q0KQL6,0.2777314428690575,0.012510425354462,0.3254888583754944,0.2989890211755163,614.0413936535526,0.4457488148171922,0.1315121786197564,0.0139996641537574,0.0002361061711783,0.5233170532054325,0.2989890211755163,1,1
6183.A0A3Q0KQL7,0.3135102165294297,0.0222628850259225,0.3669155660471365,0.3554534923414506,881.0538576777157,0.5825448165051541,0.2033152909336942,0.0271720424124223,0.0001878666399846,0.546024271441203,0.3554534923414506,0,0
6183.A0A3Q0KQL8,0.3877551020408163,0.0340136054421768,0.2554980006891011,0.375847398195334,209.4915517717648,0.3874906234177052,0.0247801082543978,0.0016329499132327,7.371271636125888e-06,0.4789961342111021,0.375847398195334,0,1
6183.A0A3Q0KQM0,0.2724907063197025,0.0189591078066914,0.2885726216666084,0.3316098081023454,222.13241445299187,0.354702282570138,0.0284167794316644,0.0027866040794309,2.213856752202903e-05,0.4783297729769295,0.3316098081023454,1,1
6183.A0A3Q0KQM2,0.3784431137724551,0.0347305389221556,0.3573913441277965,0.3772785873344532,346.4122986643577,0.3984073729744871,0.0605548037889039,0.0071879539018947,3.0752009335756025e-05,0.4955020409255354,0.3772785873344532,0,0
6183.A0A3Q0KQM3,0.2548015364916773,0.0166453265044814,0.4228274633206723,0.4892376506979254,451.5843237488101,0.5157705466040201,0.0882104194857916,0.0134432191474745,0.0002945412523094,0.5077034505149031,0.4854923509807638,1,1
6183.A0A3Q0KQM4,0.3257287705956908,0.0215462610899873,0.3989136964564629,0.432053499365848,211.1032764376912,0.4418398778968673,0.0249492557510148,0.0030802947340276,6.698613794777494e-06,0.4805911470321133,0.432053499365848,0,0
6183.A0A3Q0KQM5,0.4540059347181009,0.0415430267062314,0.1130666232108422,0.2311946902654867,130.42302244372704,0.2454113654415037,0.0098951285520974,0.0002725106167888,3.535992549926888e-05,0.436680723602262,0.2157382847038019,0,0
6183.A0A3Q0KQM6,0.2663265306122448,0.0081632653061224,0.2924325683233136,0.3438485002541942,200.914451211556,0.3678732732682949,0.0237652232746955,0.0023015281955253,1.5921967926215187e-05,0.4703621007305125,0.3438485002541942,0,0
6183.A0A3Q0KQM8,0.2883817427385892,0.0269709543568464,0.3640922161528738,0.474700546758952,371.8826318793558,0.5058239555686639,0.0673207036535859,0.0071795397879257,1.7922906456149902e-05,0.4979079028730422,0.474700546758952,1,0
6183.A0A3Q0KQM9,0.3495145631067961,0.029126213592233,0.3049078289323919,0.2310265920527503,729.7037053928216,0.4099005381707954,0.1624661705006766,0.0159820240862384,0.0005044214289666,0.5340511489975404,0.2310265920527503,0,1
6183.A0A3Q0KQN0,0.3233629749393694,0.0105092966855295,0.2664795164662317,0.3093167701863354,152.18801530173474,0.3182091515380181,0.0136163734776725,0.0013285168885923,3.093326541411349e-06,0.4496818729682716,0.3093167701863354,0,0
6183.A0A3Q0KQN1,0.3132530120481927,0.0120481927710843,0.2785264704555387,0.3039745336006489,230.8857324390688,0.328937330300374,0.0307002706359945,0.0026720274399648,2.013197233177185e-05,0.4793889793962174,0.3022997427819126,1,1
6183.A0A3Q0KQN3,0.2886178861788618,0.0203252032520325,0.3294248667916996,0.1993293742172666,183.7031827735941,0.214874912868388,0.018859945872801,0.001978806231932,2.4326932769643643e-05,0.4708925985481413,0.1993293742172666,0,0
6183.A0A3Q0KQN6,0.3469827586206896,0.0150862068965517,0.3046200842870583,0.2285274320519608,783.5288965839234,0.4243117552267255,0.1769282814614343,0.0175942322367636,0.0006361192460299,0.5387271728827722,0.2285274320519608,0,1
6183.A0A3Q0KQN7,0.3510324483775811,0.0290771175726927,0.3496175903828206,0.3274152807258663,1011.946647405974,0.6489584807827049,0.2384133964817321,0.0302926814085458,0.0005345891663892,0.5586800311376897,0.3274152807258663,0,0
6183.A0A3Q0KQN8,0.3926701570680628,0.031413612565445,0.4077527575569082,0.589975845410628,234.71488144757936,0.5929798296449204,0.0312077131258457,0.0046728436746237,3.1993869802421776e-05,0.4829537987092521,0.589975845410628,0,0
6183.A0A3Q0KQN9,0.301186943620178,0.0170623145400593,0.3872232593051832,0.5658161705439284,285.8505593206195,0.5818726236641582,0.0454161028416779,0.0060828972654763,5.910726440474364e-06,0.4834531099440121,0.5658161705439284,0,0
6183.A0A3Q0KQP0,0.2925141539106731,0.0113231285384776,0.3544575199916192,0.4025751072961373,342.0597786880678,0.4369060565725507,0.0592016238159675,0.0075228074629912,1.838867809432803e-05,0.4964278589985204,0.4025751072961373,1,0
6183.A0A3Q0KQP2,0.2946428571428571,0.0157563025210084,0.3456362137084368,0.3196170540584509,684.5358143167413,0.4596652181980541,0.1503721244925575,0.0180384181418892,0.0002303065939763,0.5298875737265958,0.3196170540584509,0,1
6183.A0A3Q0KQP3,0.3100679431747992,0.0296479308214947,0.4257945253546337,0.4061616446478802,592.9901543575519,0.4528802955652028,0.1258457374830852,0.0190458346676172,4.257523980288951e-05,0.5217056252925811,0.4061616446478802,0,0
6183.A0A3Q0KQP4,0.2981859410430838,0.0113378684807256,0.3895655746657167,0.4824598688164835,446.08387554557726,0.5806999912595073,0.0874492557510148,0.0125528647663105,0.0002873210338308,0.5021425046843416,0.4824598688164835,1,0
6183.A0A3Q0KQP5,0.384184744576627,0.0279916025192442,0.093475700539988,0.2573099415204678,49.01266389710256,0.199134199134199,0.0018606224627875,4.661242620905884e-05,5.946723055674145e-07,0.3697848943998278,0.1991341991341991,0,0
6183.A0A3Q0KQP6,0.3746397694524495,0.0509125840537944,0.386013809892572,0.3845783514055778,757.6343461574944,0.5220747690261214,0.1700778078484438,0.0242881710094203,9.947460024746804e-05,0.5356662230368474,0.3845783514055778,0,0
6183.A0A3Q0KQP7,0.288659793814433,0.0103092783505154,0.2890403500015369,0.4601944961226398,436.0396500126597,0.5493170748550273,0.084742895805142,0.0069058438102314,6.084453414404218e-05,0.5014317427964381,0.4601944961226398,1,1
6183.A0A3Q0KQP8,0.2678899082568807,0.0201834862385321,0.2886104446721107,0.4718283688129309,421.5320586702812,0.5552519765396734,0.0809370771312584,0.0066004187447746,4.638326378433065e-05,0.499717006563912,0.4718283688129309,1,1
6183.A0A3Q0KQQ0,0.2884955752212389,0.0106194690265486,0.3069554139512716,0.2800057669708824,826.1736202911219,0.5588074971839178,0.1885148849797023,0.0185344484426335,0.0003334797459592,0.5414719616283538,0.2800057669708824,0,1
6183.A0A3Q0KQQ2,0.320631970260223,0.0167286245353159,0.1068420701762183,0.6545454545454545,47.5549875972597,0.6545454545454544,0.0009303112313937,2.449040820109389e-05,5.679478060311332e-09,0.3714651473278941,0.6545454545454545,0,0
6183.A0A3Q0KQQ3,0.3448275862068965,0.0156739811912225,0.2422532879633832,0.3577814267469439,239.91649419994923,0.3691042978355052,0.0319688768606224,0.0020254229879731,1.966312193441473e-05,0.4875664032846543,0.3577814267469439,0,1
6183.A0A3Q0KQQ4,0.3217716115261473,0.0528281750266809,0.1897063328269217,0.299902629016553,113.76067705444002,0.3025831881286546,0.0066813261163734,0.0003979532797706,1.3927444511179517e-06,0.4292883244549118,0.299902629016553,0,0
6183.A0A3Q0KQQ5,0.3757575757575757,0.0666666666666666,0.2087287954686979,0.348207100062595,166.49587312292903,0.3341396934435499,0.018690798376184,0.0010880357892,1.5455239923246584e-05,0.4438935165384324,0.320896750308515,0,0
6183.A0A3Q0KQQ7,0.3157894736842105,0.0160818713450292,0.2406185616510109,0.2854340166559898,184.6919470611176,0.2952581864081219,0.0189445196211096,0.0013720171847873,3.82267554164987e-05,0.4720906049976238,0.2854340166559898,0,0
6183.A0A3Q0KQQ8,0.3166904422253923,0.0185449358059914,0.4151785681711219,0.4880329431227634,222.05106434437127,0.4972921640672685,0.0283322056833558,0.0038042757262687,1.011012701164856e-05,0.4785843391147565,0.4851193136115828,0,0
6183.A0A3Q0KQQ9,0.2921686746987951,0.0060240963855421,0.3951987415903282,0.3840763906386636,524.2735464096054,0.429861308707117,0.1076623815967523,0.014946829530027,6.795294765845922e-05,0.5140436044128114,0.3840763906386636,1,1
6183.A0A3Q0KQR0,0.3731343283582089,0.0398009950248756,0.2525010147582857,0.4534042898927526,286.86468138501664,0.478435104697104,0.0460926928281461,0.0031901761554649,7.250438833287635e-05,0.4809272524089253,0.4517404209390178,0,0
6183.A0A3Q0KQR2,0.4080459770114943,0.028735632183908,0.3630990935465881,0.4757996866946283,363.98897648071926,0.5174863307025866,0.0652063599458728,0.0085182304119051,3.124580281014004e-05,0.4973148275643917,0.4757996866946283,0,0
6183.A0A3Q0KQR3,0.3755868544600939,0.0938967136150234,0.250841599231518,0.2181273144066302,146.33974490114065,0.1953664842497672,0.0096414073071718,0.000689869194008,8.265058301836303e-05,0.4633339800862494,0.1928272007452258,0,0
6183.A0A3Q0KQR4,0.3953488372093023,0.0232558139534883,0.2767442469532423,0.3682432432432432,130.92516775108675,0.3682432432432433,0.0094722598105548,0.0008284853107407,2.2077316763859665e-07,0.4397193880823049,0.3682432432432432,0,0
6183.A0A3Q0KQR5,0.2850412249705535,0.0170789163722025,0.1205102990925901,0.2731346899224806,132.52183485864927,0.2968108122507098,0.0110791610284167,0.0003765816013096,1.1489617068540436e-05,0.433699857227088,0.2648267762771579,0,0
6183.A0A3Q0KQR6,0.3042776432606941,0.0129136400322841,0.4659881875120443,0.4774206463954445,331.6834277868228,0.4841955851865281,0.0567489851150203,0.0093495661866127,2.242073934646697e-05,0.4934315233646867,0.4774206463954445,0,0
6183.A0A3Q0KQR9,0.3185185185185185,0.0266666666666666,0.3116504918509318,0.4219153936545241,164.6717690508645,0.4385184280201521,0.0156461434370771,0.001623536127937,5.107730548632832e-06,0.4581767451129201,0.4219153936545241,0,0
6183.A0A3Q0KQS0,0.3132220795892169,0.0192554557124518,0.1678357369836225,0.1490322580645161,135.89778079307317,0.1644558895627924,0.0105717185385656,0.0005674972400895,2.257746645994497e-05,0.4413295953624582,0.1490322580645161,0,0
6183.A0A3Q0KQS1,0.3650107991360691,0.0345572354211663,0.2912992576773147,0.4815628815628816,125.11958890985316,0.466111852115288,0.0080345060893098,0.0007878243496333,0.000167670556795,0.4389434029796176,0.4418812989921613,0,0
6183.A0A3Q0KQS2,0.3374613003095975,0.0185758513931888,0.2449014225727751,0.4961124896608767,152.5831948694509,0.4957218300860585,0.0132780784844384,0.0011332624096993,5.507780164535407e-06,0.4522915484023739,0.4897925853339866,0,0
6183.A0A3Q0KQS3,0.3498789346246974,0.0193704600484261,0.3652002764570802,0.3198920394614382,482.0715419266996,0.3742434481120519,0.0960757780784844,0.0112322081605668,5.713158358527127e-05,0.5124886963112603,0.3198920394614382,0,0
6183.A0A3Q0KQS4,0.376753507014028,0.0280561122244488,0.1573863908256477,0.3136327817178881,163.0258276329869,0.3369511073132021,0.0159844384303112,0.000768644824821,1.5347541046278482e-05,0.4534670151883692,0.3136327817178881,0,0
6183.A0A3Q0KQS5,0.3920972644376899,0.0273556231003039,0.1326497188951356,0.2317048031333745,120.33353460528876,0.2337017298434626,0.0084573748308525,0.0002823369521635,6.915631383173331e-06,0.429461799770624,0.227070707070707,0,0
6183.A0A3Q0KQS6,0.3480176211453745,0.0237885462555066,0.2840674233233872,0.4969186875891583,337.4367967048069,0.5373110465062443,0.059286197564276,0.0047268102245755,3.3201667187650704e-05,0.4870991521481732,0.4969186875891583,0,0
6183.A0A3Q0KQS7,0.221774193548387,0.0161290322580645,0.2694056074116227,0.4159868462657307,185.2618672551789,0.425294781537556,0.0213971583220568,0.0020551439548624,6.836145391042646e-06,0.4582306229051488,0.4126984126984127,0,0
6183.A0A3Q0KQS8,0.3728813559322034,0.0169491525423728,0.2026483702661013,0.2457482993197279,108.98043187732362,0.1799400538964967,0.0049052774018944,0.0003571350508307,3.3028784890753783e-06,0.4315226330351835,0.1778584392014519,0,0
6183.A0A3Q0KQS9,0.2983939137785292,0.0304311073541842,0.2813389511348033,0.2480882128640769,488.3348163543428,0.3502693193773091,0.0978518267929634,0.0080601407944861,0.0002892694318351,0.5122641274070443,0.2480882128640769,1,1
6183.A0A3Q0KQT0,0.3640776699029125,0.0558252427184466,0.3609473155659485,0.4502149770979172,312.41008713716377,0.4875594864235962,0.0515054127198917,0.0063956860932623,0.0001035029396221,0.492433852213823,0.4502149770979172,0,0
6183.A0A3Q0KQT2,0.3326226012793176,0.0217484008528784,0.3050447336570118,0.3294040990403981,230.81495217229528,0.3311530340452541,0.0313768606224627,0.0031617322313011,6.96285405727224e-05,0.4748712182775269,0.324091207110075,1,0
6183.A0A3Q0KQT5,0.3832116788321168,0.0547445255474452,0.1063531921512855,0.0715298885511651,142.16094098600058,0.0710363452194365,0.012094046008119,0.0003928136085905,4.898666568928828e-06,0.4424319589583377,0.0695360977051118,0,0
6183.A0A3Q0KQT7,0.3338414634146341,0.0198170731707317,0.2864001235640931,0.3294287330767453,343.8522933311133,0.416960022510923,0.0599627875507442,0.0058668605397601,0.000127286555922,0.4946424495030954,0.3294287330767453,1,0
6183.A0A3Q0KQT8,0.368421052631579,0.0242914979757085,0.2423277901060482,0.2512605042016806,298.5702144785956,0.3179697005363565,0.047530446549391,0.0035246474360917,0.0002356077211622,0.4930985174437386,0.250366338706301,1,0
6183.A0A3Q0KQT9,0.2892744479495268,0.0201892744479495,0.3440647544014691,0.3136673989003648,910.3751437694276,0.5530528879093388,0.2110960757780785,0.0267564027001212,0.0004386216964784,0.5494115824586971,0.3136673989003648,0,0
6183.A0A3Q0KQU0,0.2581873571972582,0.0114242193450114,0.3072043560322315,0.273143750086049,660.6956959809457,0.4596097728887662,0.1441982408660352,0.0142923948490982,0.0003727413593679,0.5260486726164855,0.273143750086049,1,1
6183.A0A3Q0KQU1,0.3935091277890466,0.0263691683569979,0.2095561275108919,0.4098155238426731,155.740418900558,0.4210685014539774,0.0143775372124492,0.0009280272147769,5.285299128759285e-06,0.4510177334705307,0.4098155238426731,0,0
6183.A0A3Q0KQU2,0.3406779661016949,0.0169491525423728,0.3226538337758088,0.3867887821376193,198.93101130741724,0.4014170050555596,0.0219046008119079,0.0021973102404018,7.015362280344555e-06,0.4785843391147565,0.3867887821376193,0,0
6183.A0A3Q0KQU3,0.3279816513761468,0.0194954128440367,0.3271881129426324,0.3891072697134738,174.04873987303628,0.3984645480215954,0.0175067658998646,0.0018771001733589,9.627525330779528e-06,0.4626005956058786,0.3853477791848412,0,0
6183.A0A3Q0KQU4,0.3754646840148699,0.0092936802973977,0.3689496783985231,0.3298092868988391,461.7063113010882,0.3777084234915697,0.0906630581867388,0.0106538659311931,4.774453952655507e-05,0.5104523470245462,0.3298092868988391,0,0
6183.A0A3Q0KQU5,0.3213572854291417,0.029940119760479,0.1597799008721792,0.1036036036036036,65.49583272450172,0.0675300647548566,0.0039749661705006,0.0002339992813051,6.772382656760063e-06,0.379644063636416,0.0675300647548566,0,0
6183.A0A3Q0KQU6,0.3069544364508393,0.0119904076738609,0.2433772144919025,0.3139897468421331,266.3523793806136,0.3418008068324063,0.0403416779431664,0.0026541920028008,8.702268255596462e-05,0.4811647864486399,0.3139897468421331,1,1
6183.A0A3Q0KQU7,0.2391681109185441,0.0138648180242634,0.4501795666351535,0.539943766007201,415.0884347155609,0.5569799375826285,0.0785690121786197,0.0127033973753755,1.3805351766520208e-05,0.5037219774024542,0.539943766007201,0,0
6183.A0A3Q0KQU9,0.2615101289134438,0.0165745856353591,0.2736599504138003,0.3505888376856119,199.41651977608976,0.3738792178174786,0.023680649526387,0.002011512985049,9.168054010916176e-06,0.4682707651334331,0.3505888376856119,0,0
6183.A0A3Q0KQV0,0.385260528194147,0.0901142041399,0.4347905766791529,0.4686693692757239,416.5013762026504,0.4817167518007625,0.0787381596752368,0.0117305215197017,2.7294156481649426e-05,0.5053332606361268,0.4686693692757239,0,0
6183.A0A3Q0KQV1,0.3111111111111111,0.0119658119658119,0.3447498411146419,0.3135961584633853,911.2972540753284,0.5659717266330347,0.2114343707713126,0.0263672489813978,0.0003669582117245,0.5487668239945622,0.3135961584633853,0,0
6183.A0A3Q0KQV2,0.3261421319796954,0.0215736040609137,0.4088548032265949,0.435361216730038,200.58672170601864,0.4432590055547046,0.0223274695534506,0.0027984755110145,5.494885271485309e-06,0.4785647474846961,0.435361216730038,0,0
6183.A0A3Q0KQV3,0.304975922953451,0.0208667736757624,0.3119891593758767,0.2886386714173271,827.9884369559674,0.5713415946201447,0.1890223274695534,0.0189829331475267,0.000299737856945,0.5414719616283538,0.2886386714173271,0,1
6183.A0A3Q0KQV4,0.3125,0.0138888888888888,0.3213150818870692,0.4731182795698925,96.74397371733964,0.4435483870967742,0.0027063599458728,0.000246361658301,4.4405865755201474e-08,0.4251665570103344,0.4435483870967742,0,0
6183.A0A3Q0KQV6,0.3173913043478261,0.0268115942028985,0.3054571675216707,0.2828136037945302,702.5107333480299,0.4713205811257533,0.1552774018944519,0.0146354055466353,0.000324099177393,0.5308500432093433,0.2828136037945302,0,1
6183.A0A3Q0KQV7,0.3245283018867924,0.0320754716981132,0.1765820236674479,0.2755244755244755,107.14584253416118,0.2595956867247473,0.0057510148849797,0.0003348243657047,2.057399155410455e-06,0.4244718656387261,0.2594381035996488,0,0
6183.A0A3Q0KQW0,0.3497267759562841,0.0316939890710382,0.0941963194468694,0.1758365508365508,127.13995857120506,0.1990357845349262,0.0094722598105548,0.0002378499912968,8.716139941138512e-06,0.4341669632160795,0.1758365508365508,0,0
6183.A0A3Q0KQW3,0.3329077561442706,0.0255346313437599,0.3330387333985171,0.2736878159854888,1030.9838864353655,0.5888993014995864,0.2435723951285521,0.0279942318115609,0.0005597607169629,0.5600718464789995,0.2736878159854888,0,0
6183.A0A3Q0KQW5,0.3407692307692307,0.0123076923076923,0.3486218094989241,0.2842829055397113,314.5020154845283,0.3044418009646762,0.0515054127198917,0.0062657481226244,0.0001262527600078,0.4964278589985204,0.2842829055397113,1,0
6183.A0A3Q0KQW6,0.3316326530612244,0.010204081632653,0.3534383046068385,0.3381301124791964,450.9980929161525,0.3810933636844091,0.0877029769959404,0.0094902990757875,7.472863145016571e-05,0.5101627602686518,0.3381301124791964,1,0
6183.A0A3Q0KQW7,0.2936447166921899,0.0287136294027565,0.3241408755110774,0.2984205501103134,593.5581293232887,0.3944181747788982,0.1261840324763193,0.0131718691731411,0.000175752921448,0.5203819119321682,0.2984205501103134,1,1
6183.A0A3Q0KQW9,0.3276699029126213,0.0218446601941747,0.191073439365244,0.1712988611880578,232.67147727967784,0.1869985157696123,0.0305311231393775,0.0015412685988957,6.145549439261288e-05,0.4836731341148596,0.1712988611880578,0,0
6183.A0A3Q0KQX0,0.3340471092077087,0.0214132762312633,0.2787977761250695,0.3995999272595017,186.33681800979184,0.4056236752427069,0.0198748308525033,0.0015897646465197,1.068564726884917e-05,0.4692481696927771,0.3995999272595017,0,0
6183.A0A3Q0KQX1,0.2931126534970635,0.0149492792311799,0.3703143474943925,0.3327420847811653,410.6661990951949,0.3706643431104398,0.0768775372124492,0.0092430813611481,3.061921222303713e-05,0.5070208462313466,0.3327420847811653,1,0
6183.A0A3Q0KQX2,0.3137860082304526,0.0195473251028806,0.3726932490678771,0.3990048611508831,461.0605684085919,0.4402670462011678,0.0908322056833559,0.0123204070242301,4.17674924542118e-05,0.5079240376936113,0.3990048611508831,1,0
6183.A0A3Q0KQX3,0.233970753655793,0.0078740157480314,0.403058759674107,0.4370216880784638,235.1126245088745,0.4431633581249204,0.032222598105548,0.0046883420853367,5.05956680895737e-06,0.4771778297708542,0.4370216880784638,0,0
6183.A0A3Q0KQX9,0.2704626334519573,0.0106761565836298,0.3568968848221377,0.4075296162760752,226.30013243217985,0.4311154931080688,0.0298545331529093,0.0035886478037809,4.278930336149624e-05,0.4764582512046037,0.4075296162760752,1,0
6183.A0A3Q0KQY3,0.3,0.0392857142857142,0.299824722167838,0.3229503213968097,249.73821540582344,0.3466786744485997,0.0356901217861975,0.0035761017894695,0.0001007609921485,0.4809668251277939,0.3229503213968097,1,0
6183.A0A3Q0KQY5,0.3690744920993228,0.0237020316027088,0.2293635211133101,0.3294912457131069,194.59819425750405,0.3398920072745621,0.0235960757780784,0.0014328479509638,7.972155827503725e-06,0.460668307977939,0.3294912457131069,0,0
6183.A0A3Q0KQY6,0.2904411764705882,0.0220588235294117,0.3266648220000074,0.383474480614555,370.89080592937046,0.416027094250894,0.0666441136671177,0.0061514890491155,0.000133376666525,0.5007229901724486,0.383474480614555,1,1
6183.A0A3Q0KQY7,0.2760180995475113,0.0452488687782805,0.263257507607182,0.4499469442771516,306.0027228629455,0.4825564887506761,0.0499830852503383,0.0033682486599846,2.783722436521584e-05,0.4906358186744516,0.4499469442771516,1,0
6183.A0A3Q0KQY9,0.3061986557132188,0.0328603435399551,0.3645206562152674,0.3646631536959671,258.57015396076315,0.3769220370998963,0.0369587280108254,0.0044731629124432,5.138815684191129e-05,0.4890553736427442,0.3646631536959671,0,0
6183.A0A3Q0KQZ0,0.2985821517931609,0.0225187656380316,0.29838545145191,0.3667318951994906,275.76217614719576,0.3791133771209098,0.0429634641407307,0.0048160523930405,4.710164481283482e-05,0.4812638282308739,0.3667318951994906,1,0
